#
#   VizieR Astronomical Server vizier.cfa.harvard.edu
#    Date: 2015-05-07T20:14:35 [V1.99+ (14-Oct-2013)]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	votable-version=1.99+ (14-Oct-2013)	
#INFO	-ref=VIZ554bc7607b0a	
#INFO	-out.max=unlimited	
#INFO	queryParameters=18	
#-oc.form=dec
#-out.max=unlimited
#-out.all=2
#-nav=cat:J/A+A/552/A16&tab:{J/A+A/552/A16/limb6}&key:source=J/A+A/552/A16/limb6&HTTPPRM:&
#-source=J/A+A/552/A16/limb6
#-order=I
#-out=logg
#-out=Teff
#-out=Z
#-out=xi
#-out=a1
#-out=a2
#-out=a3
#-out=a4
#-out=Filt
#-out=Met
#-out=Mod
#-out.all=2
#

#RESOURCE=yCat_35520016
#Name: J/A+A/552/A16
#Title: Limb-darkening for CoRoT, Kepler, Spitzer. II. (Claret+, 2013)
#Table	J_A_A_552_A16_limb6:
#Name: J/A+A/552/A16/limb6
#Title: Limb-darkening coefficients for the non-linear law for spherical and quasi-spherical PHOENIX models
#Column	logg	(F5.2)	[2.5/5.5] Surface gravity	[ucd=phys.gravity]
#Column	Teff	(F6)	[5000/10000] Effective temperature	[ucd=phys.temperature.effective]
#Column	Z	(F4.1)	[0] Metallicity (log[M/H])	[ucd=phys.abund.Z]
#Column	xi	(F4.1)	[2] Microturbulent velocity {xi}	[ucd=phys.veloc]
#Column	a1	(F10.5)	Equation 6 limb darkening coefficient a1 (G2)	[ucd=phot.limbDark]
#Column	a2	(F10.5)	Equation 6 limb darkening coefficient a2 (G2)	[ucd=phot.limbDark]
#Column	a3	(F10.5)	Equation 6 limb darkening coefficient a3 (G2)	[ucd=phot.limbDark]
#Column	a4	(F10.5)	Equation 6 limb darkening coefficient a4 (G2)	[ucd=phot.limbDark]
#Column	Filt	(A2)	Filter (G1)	[ucd=meta.id;instr.filter]
#Column	Met	(A1)	[L] Method (Least-Square)	[ucd=meta.id;stat.fit]
#Column	Mod	(A2)	[qs s] quasi-spherical/spherical PHOENIX model	[ucd=stat.param;meta.modelled]
logg	Teff	Z	xi	a1	a2	a3	a4	Filt	Met	Mod
 3.50	  6100	 0.0	 2.0	  20.98010	 -46.27660	  44.28470	 -15.39710	S1	L	s
 4.00	  6100	 0.0	 2.0	  19.49720	 -45.49800	  45.58930	 -16.44830	S1	L	s
 4.50	  6100	 0.0	 2.0	  16.02800	 -38.70040	  39.89610	 -14.71510	S1	L	s
 5.00	  6100	 0.0	 2.0	  12.80950	 -31.97120	  33.89560	 -12.77010	S1	L	s
 5.50	  6100	 0.0	 2.0	  11.50140	 -29.04120	  31.11490	 -11.81580	S1	L	s
 3.00	  6200	 0.0	 2.0	  14.55220	 -25.29520	  18.97790	  -5.10170	S1	L	s
 3.50	  6200	 0.0	 2.0	  21.28410	 -46.95190	  44.91820	 -15.61320	S1	L	s
 4.00	  6200	 0.0	 2.0	  19.78810	 -46.20860	  46.30740	 -16.70850	S1	L	s
 4.50	  6200	 0.0	 2.0	  16.25800	 -39.25010	  40.44640	 -14.91670	S1	L	s
 5.00	  6200	 0.0	 2.0	  12.94150	 -32.28670	  34.20150	 -12.87660	S1	L	s
 5.50	  6200	 0.0	 2.0	  11.58440	 -29.27060	  31.35960	 -11.90760	S1	L	s
 3.00	  6300	 0.0	 2.0	  13.94720	 -23.39570	  16.72010	  -4.19100	S1	L	s
 3.50	  6300	 0.0	 2.0	  21.57740	 -47.56720	  45.46250	 -15.78770	S1	L	s
 4.00	  6300	 0.0	 2.0	  20.12760	 -47.05200	  47.17380	 -17.02680	S1	L	s
 4.50	  6300	 0.0	 2.0	  16.46200	 -39.73800	  40.92780	 -15.08740	S1	L	s
 5.00	  6300	 0.0	 2.0	  13.07660	 -32.61050	  34.51810	 -12.98780	S1	L	s
 5.50	  6300	 0.0	 2.0	  11.67680	 -29.53870	  31.65710	 -12.02250	S1	L	s
 3.00	  6400	 0.0	 2.0	  12.96130	 -20.40840	  13.23600	  -2.80130	S1	L	s
 3.50	  6400	 0.0	 2.0	  21.87490	 -48.13650	  45.92260	 -15.92320	S1	L	s
 4.00	  6400	 0.0	 2.0	  20.53380	 -48.05760	  48.20690	 -17.40640	S1	L	s
 4.50	  6400	 0.0	 2.0	  16.70460	 -40.32110	  41.50890	 -15.29560	S1	L	s
 5.00	  6400	 0.0	 2.0	  13.23360	 -32.99240	  34.89630	 -13.12200	S1	L	s
 5.50	  6400	 0.0	 2.0	  11.79910	 -29.85850	  31.99310	 -12.15150	S1	L	s
 3.00	  6500	 0.0	 2.0	  12.01630	 -17.59430	   9.98470	  -1.51200	S1	L	s
 3.50	  6500	 0.0	 2.0	  22.06970	 -48.33570	  45.91510	 -15.86290	S1	L	s
 4.00	  6500	 0.0	 2.0	  21.02690	 -49.26960	  49.44810	 -17.86170	S1	L	s
 4.50	  6500	 0.0	 2.0	  16.98940	 -41.00210	  42.18620	 -15.53770	S1	L	s
 5.00	  6500	 0.0	 2.0	  13.37910	 -33.33360	  35.22720	 -13.23790	S1	L	s
 5.50	  6500	 0.0	 2.0	  11.89120	 -30.10990	  32.26160	 -12.25260	S1	L	s
 3.00	  6600	 0.0	 2.0	  10.73590	 -13.87020	   5.74110	   0.15580	S1	L	s
 3.50	  6600	 0.0	 2.0	  22.11340	 -48.07820	  45.37580	 -15.59050	S1	L	s
 4.00	  6600	 0.0	 2.0	  21.54030	 -50.51130	  50.70640	 -18.31970	S1	L	s
 4.50	  6600	 0.0	 2.0	  17.31430	 -41.77950	  42.96160	 -15.81560	S1	L	s
 5.00	  6600	 0.0	 2.0	  13.55850	 -33.75870	  35.64250	 -13.38390	S1	L	s
 5.50	  6600	 0.0	 2.0	  11.98690	 -30.36890	  32.53730	 -12.35610	S1	L	s
 3.00	  6700	 0.0	 2.0	   8.98970	  -8.87690	   0.11060	   2.35340	S1	L	s
 3.50	  6700	 0.0	 2.0	  22.09350	 -47.66240	  44.67120	 -15.25640	S1	L	s
 4.00	  6700	 0.0	 2.0	  22.03490	 -51.67240	  51.85480	 -18.72970	S1	L	s
 4.50	  6700	 0.0	 2.0	  17.66700	 -42.61920	  43.79680	 -16.11440	S1	L	s
 5.00	  6700	 0.0	 2.0	  13.76470	 -34.24400	  36.11640	 -13.55070	S1	L	s
 5.50	  6700	 0.0	 2.0	  12.08810	 -30.63560	  32.81680	 -12.46000	S1	L	s
 3.00	  6800	 0.0	 2.0	   7.64660	  -5.04590	  -4.20420	   4.03620	S1	L	s
 3.50	  6800	 0.0	 2.0	  22.07650	 -47.31350	  44.08220	 -14.97780	S1	L	s
 4.00	  6800	 0.0	 2.0	  22.52050	 -52.76680	  52.90250	 -19.09390	S1	L	s
 4.50	  6800	 0.0	 2.0	  18.05370	 -43.53520	  44.70180	 -16.43470	S1	L	s
 5.00	  6800	 0.0	 2.0	  13.99860	 -34.79170	  36.64920	 -13.73760	S1	L	s
 5.50	  6800	 0.0	 2.0	  12.20550	 -30.94400	  33.14030	 -12.58040	S1	L	s
 3.00	  6900	 0.0	 2.0	   6.17680	  -0.90610	  -8.82690	   5.82790	S1	L	s
 3.50	  6900	 0.0	 2.0	  21.98410	 -46.75250	  43.25160	 -14.60320	S1	L	s
 4.00	  6900	 0.0	 2.0	  22.97340	 -53.71290	  53.74460	 -19.36740	S1	L	s
 4.50	  6900	 0.0	 2.0	  18.45640	 -44.49410	  45.65860	 -16.77830	S1	L	s
 5.00	  6900	 0.0	 2.0	  14.26490	 -35.41490	  37.25670	 -13.95110	S1	L	s
 5.50	  6900	 0.0	 2.0	  12.33490	 -31.28190	  33.49340	 -12.71130	S1	L	s
 3.00	  7000	 0.0	 2.0	   4.64340	   3.39390	 -13.61400	   7.67940	S1	L	s
 3.50	  7000	 0.0	 2.0	  21.46390	 -44.95550	  41.01640	 -13.67680	S1	L	s
 4.00	  7000	 0.0	 2.0	  23.40950	 -54.56400	  54.44850	 -19.57890	S1	L	s
 4.50	  7000	 0.0	 2.0	  18.91270	 -45.58720	  46.75600	 -17.17460	S1	L	s
 5.00	  7000	 0.0	 2.0	  14.59400	 -36.18320	  38.00620	 -14.21490	S1	L	s
 5.50	  7000	 0.0	 2.0	  12.48120	 -31.66040	  33.88820	 -12.85760	S1	L	s
 3.00	  7200	 0.0	 2.0	   2.27570	  10.00770	 -20.95660	  10.51270	S1	L	s
 3.50	  7200	 0.0	 2.0	  19.89700	 -39.93540	  34.98440	 -11.22480	S1	L	s
 4.00	  7200	 0.0	 2.0	  24.30070	 -56.29780	  55.87780	 -20.00680	S1	L	s
 4.50	  7200	 0.0	 2.0	  19.81490	 -47.76080	  48.94670	 -17.96770	S1	L	s
 5.00	  7200	 0.0	 2.0	  15.24370	 -37.70290	  39.49370	 -14.74010	S1	L	s
 5.50	  7200	 0.0	 2.0	  12.75650	 -32.36680	  34.62110	 -13.12800	S1	L	s
 3.00	  7400	 0.0	 2.0	   0.20930	  15.74940	 -27.30400	  12.95350	S1	L	s
 3.50	  7400	 0.0	 2.0	  18.20560	 -34.76160	  28.91130	  -8.79060	S1	L	s
 4.00	  7400	 0.0	 2.0	  25.23430	 -58.24540	  57.60860	 -20.56800	S1	L	s
 4.50	  7400	 0.0	 2.0	  20.76450	 -50.07610	  51.30310	 -18.82730	S1	L	s
 5.00	  7400	 0.0	 2.0	  15.88190	 -39.21460	  40.99070	 -15.27410	S1	L	s
 5.50	  7400	 0.0	 2.0	  12.99730	 -32.98180	  35.25220	 -13.35630	S1	L	s
 3.00	  7600	 0.0	 2.0	  -1.34300	  20.04950	 -32.04540	  14.77240	S1	L	s
 3.50	  7600	 0.0	 2.0	  16.69250	 -30.22590	  23.64520	  -6.69460	S1	L	s
 4.00	  7600	 0.0	 2.0	  25.56810	 -58.41770	  57.29060	 -20.31510	S1	L	s
 4.50	  7600	 0.0	 2.0	  21.73730	 -52.45320	  53.72730	 -19.71290	S1	L	s
 5.00	  7600	 0.0	 2.0	  16.57490	 -40.88390	  42.66760	 -15.87920	S1	L	s
 5.50	  7600	 0.0	 2.0	  13.24570	 -33.61260	  35.90210	 -13.59550	S1	L	s
 3.00	  7800	 0.0	 2.0	  -2.85520	  24.20600	 -36.59930	  16.51040	S1	L	s
 3.50	  7800	 0.0	 2.0	  15.70710	 -27.27050	  20.21110	  -5.32740	S1	L	s
 4.00	  7800	 0.0	 2.0	  25.43930	 -57.22320	  55.39520	 -19.43530	S1	L	s
 4.50	  7800	 0.0	 2.0	  22.77230	 -54.76710	  55.92260	 -20.46890	S1	L	s
 5.00	  7800	 0.0	 2.0	  17.21990	 -42.45960	  44.26970	 -16.46320	S1	L	s
 5.50	  7800	 0.0	 2.0	  13.49030	 -34.22940	  36.53410	 -13.82710	S1	L	s
 3.00	  8000	 0.0	 2.0	  -4.09530	  27.61410	 -40.33200	  17.93430	S1	L	s
 3.50	  8000	 0.0	 2.0	  14.29630	 -23.15950	  15.51850	  -3.48090	S1	L	s
 4.00	  8000	 0.0	 2.0	  25.48650	 -56.89030	  54.70700	 -19.08750	S1	L	s
 4.50	  8000	 0.0	 2.0	  23.99260	 -57.23210	  58.04390	 -21.13360	S1	L	s
 5.00	  8000	 0.0	 2.0	  17.92640	 -44.20280	  46.05610	 -17.11830	S1	L	s
 5.50	  8000	 0.0	 2.0	  13.74400	 -34.86360	  37.18060	 -14.06300	S1	L	s
 3.00	  8200	 0.0	 2.0	  -5.33850	  31.00350	 -44.01850	  19.33220	S1	L	s
 3.50	  8200	 0.0	 2.0	  13.01250	 -19.42770	  11.26690	  -1.81050	S1	L	s
 4.00	  8200	 0.0	 2.0	  25.07020	 -55.30930	  52.65850	 -18.21960	S1	L	s
 4.50	  8200	 0.0	 2.0	  25.13570	 -59.69760	  60.31180	 -21.89340	S1	L	s
 5.00	  8200	 0.0	 2.0	  18.62500	 -45.92980	  47.82940	 -17.76960	S1	L	s
 5.50	  8200	 0.0	 2.0	  14.01350	 -35.52970	  37.85500	 -14.30790	S1	L	s
 3.00	  8400	 0.0	 2.0	  -6.50120	  34.16180	 -47.44300	  20.62740	S1	L	s
 3.50	  8400	 0.0	 2.0	  12.27290	 -17.25270	   8.77020	  -0.82520	S1	L	s
 4.00	  8400	 0.0	 2.0	  24.36450	 -52.89870	  49.67100	 -16.98340	S1	L	s
 4.50	  8400	 0.0	 2.0	  25.92760	 -61.49990	  62.04880	 -22.49980	S1	L	s
 5.00	  8400	 0.0	 2.0	  19.36390	 -47.70180	  49.60760	 -18.41100	S1	L	s
 5.50	  8400	 0.0	 2.0	  14.29530	 -36.21470	  38.54010	 -14.55400	S1	L	s
 3.00	  8600	 0.0	 2.0	  -7.20320	  36.07680	 -49.52530	  21.41620	S1	L	s
 3.50	  8600	 0.0	 2.0	  11.67330	 -15.49360	   6.75460	  -0.03150	S1	L	s
 4.00	  8600	 0.0	 2.0	  23.99290	 -51.57950	  48.00660	 -16.28830	S1	L	s
 4.50	  8600	 0.0	 2.0	  26.42060	 -62.51680	  62.93900	 -22.78410	S1	L	s
 5.00	  8600	 0.0	 2.0	  20.45300	 -50.08110	  51.81730	 -19.15660	S1	L	s
 5.50	  8600	 0.0	 2.0	  14.58150	 -36.89870	  39.21510	 -14.79370	S1	L	s
 3.00	  8800	 0.0	 2.0	  -8.04130	  38.34090	 -51.96840	  22.33630	S1	L	s
 3.50	  8800	 0.0	 2.0	  10.85480	 -13.13960	   4.09050	   1.01020	S1	L	s
 4.00	  8800	 0.0	 2.0	  23.90130	 -51.14190	  47.38980	 -16.01700	S1	L	s
 4.50	  8800	 0.0	 2.0	  26.70720	 -62.84730	  62.98740	 -22.72260	S1	L	s
 5.00	  8800	 0.0	 2.0	  21.49100	 -52.37120	  53.96270	 -19.88880	S1	L	s
 5.50	  8800	 0.0	 2.0	  14.89050	 -37.63040	  39.93170	 -15.04950	S1	L	s
 3.00	  9000	 0.0	 2.0	  -9.01030	  40.91970	 -54.71800	  23.36250	S1	L	s
 3.50	  9000	 0.0	 2.0	  10.10390	 -10.98550	   1.65660	   1.96070	S1	L	s
 4.00	  9000	 0.0	 2.0	  23.82860	 -50.82100	  46.94640	 -15.82290	S1	L	s
 4.50	  9000	 0.0	 2.0	  26.89130	 -62.93950	  62.80190	 -22.57650	S1	L	s
 5.00	  9000	 0.0	 2.0	  22.45150	 -54.55080	  56.05650	 -20.61690	S1	L	s
 5.50	  9000	 0.0	 2.0	  15.45470	 -38.90220	  41.13610	 -15.46200	S1	L	s
 3.00	  9200	 0.0	 2.0	 -10.20380	  44.08220	 -58.07840	  24.61350	S1	L	s
 3.50	  9200	 0.0	 2.0	   9.37530	  -8.90490	  -0.68710	   2.87420	S1	L	s
 4.00	  9200	 0.0	 2.0	  23.64740	 -50.19440	  46.16180	 -15.49650	S1	L	s
 4.50	  9200	 0.0	 2.0	  27.03730	 -63.07390	  62.76370	 -22.51370	S1	L	s
 5.00	  9200	 0.0	 2.0	  23.00870	 -55.85810	  57.34530	 -21.07490	S1	L	s
 5.50	  9200	 0.0	 2.0	  16.18610	 -40.55270	  42.70780	 -16.00340	S1	L	s
 3.00	  9400	 0.0	 2.0	 -11.58900	  47.70970	 -61.89350	  26.02140	S1	L	s
 3.50	  9400	 0.0	 2.0	   8.60770	  -6.73690	  -3.11030	   3.81380	S1	L	s
 4.00	  9400	 0.0	 2.0	  23.23340	 -48.88620	  44.59840	 -14.86300	S1	L	s
 4.50	  9400	 0.0	 2.0	  27.17570	 -63.26340	  62.83810	 -22.50740	S1	L	s
 5.00	  9400	 0.0	 2.0	  23.36960	 -56.72440	  58.21260	 -21.38690	S1	L	s
 5.50	  9400	 0.0	 2.0	  16.86080	 -42.09960	  44.20300	 -16.52550	S1	L	s
 3.00	  9600	 0.0	 2.0	 -13.35760	  52.30430	 -66.69150	  27.78150	S1	L	s
 3.50	  9600	 0.0	 2.0	   7.49090	  -3.62010	  -6.56540	   5.14570	S1	L	s
 4.00	  9600	 0.0	 2.0	  22.66410	 -47.13760	  42.54170	 -14.03750	S1	L	s
 4.50	  9600	 0.0	 2.0	  27.29860	 -63.46090	  62.95650	 -22.52740	S1	L	s
 5.00	  9600	 0.0	 2.0	  23.64250	 -57.38620	  58.87990	 -21.62830	S1	L	s
 5.50	  9600	 0.0	 2.0	  17.39570	 -43.34240	  45.41750	 -16.95350	S1	L	s
 3.00	  9800	 0.0	 2.0	 -15.22830	  57.09780	 -71.63220	  29.57270	S1	L	s
 3.50	  9800	 0.0	 2.0	   6.00440	   0.50200	 -11.11330	   6.89260	S1	L	s
 4.00	  9800	 0.0	 2.0	  22.00470	 -45.12140	  40.17770	 -13.09060	S1	L	s
 4.50	  9800	 0.0	 2.0	  27.41620	 -63.65630	  63.08240	 -22.55280	S1	L	s
 5.00	  9800	 0.0	 2.0	  23.86450	 -57.92580	  59.42450	 -21.82550	S1	L	s
 5.50	  9800	 0.0	 2.0	  17.81260	 -44.32340	  46.38660	 -17.29830	S1	L	s
 3.00	 10000	 0.0	 2.0	 -17.17490	  62.03350	 -76.66750	  31.38060	S1	L	s
 3.50	 10000	 0.0	 2.0	   4.52150	   4.59770	 -15.61860	   8.61950	S1	L	s
 4.00	 10000	 0.0	 2.0	  21.43280	 -43.36710	  38.11660	 -12.26400	S1	L	s
 4.50	 10000	 0.0	 2.0	  27.51260	 -63.81370	  63.18020	 -22.57090	S1	L	s
 5.00	 10000	 0.0	 2.0	  24.05940	 -58.39780	  59.90050	 -21.99770	S1	L	s
 5.50	 10000	 0.0	 2.0	  18.16090	 -45.14610	  47.20150	 -17.58880	S1	L	s
 3.00	  5000	 0.0	 2.0	  17.77800	 -36.61970	  33.09310	 -10.94790	S2	L	s
 3.50	  5000	 0.0	 2.0	  19.49690	 -44.40850	  43.68940	 -15.53880	S2	L	s
 4.00	  5000	 0.0	 2.0	  17.09290	 -40.56790	  41.27020	 -15.06910	S2	L	s
 4.50	  5000	 0.0	 2.0	  14.09610	 -34.42460	  35.87430	 -13.34300	S2	L	s
 5.00	  5000	 0.0	 2.0	  11.60340	 -29.12610	  31.06440	 -11.75630	S2	L	s
 5.50	  5000	 0.0	 2.0	  10.71150	 -27.01910	  28.96290	 -11.00340	S2	L	s
 3.00	  5100	 0.0	 2.0	  17.67460	 -36.17880	  32.49710	 -10.69070	S2	L	s
 3.50	  5100	 0.0	 2.0	  19.62410	 -44.62560	  43.83650	 -15.57240	S2	L	s
 4.00	  5100	 0.0	 2.0	  17.28560	 -40.96300	  41.60940	 -15.17530	S2	L	s
 4.50	  5100	 0.0	 2.0	  14.26370	 -34.84360	  36.30280	 -13.50000	S2	L	s
 5.00	  5100	 0.0	 2.0	  11.70170	 -29.38400	  31.33500	 -11.85740	S2	L	s
 5.50	  5100	 0.0	 2.0	  10.80750	 -27.27370	  29.23210	 -11.10440	S2	L	s
 3.00	  5200	 0.0	 2.0	  17.56940	 -35.74160	  31.91120	 -10.43910	S2	L	s
 3.50	  5200	 0.0	 2.0	  19.71730	 -44.72220	  43.82860	 -15.54000	S2	L	s
 4.00	  5200	 0.0	 2.0	  17.45390	 -41.29510	  41.88110	 -15.25580	S2	L	s
 4.50	  5200	 0.0	 2.0	  14.40900	 -35.20480	  36.66980	 -13.63370	S2	L	s
 5.00	  5200	 0.0	 2.0	  11.79220	 -29.62280	  31.58570	 -11.95100	S2	L	s
 5.50	  5200	 0.0	 2.0	  10.87940	 -27.46760	  29.43610	 -11.17930	S2	L	s
 3.00	  5300	 0.0	 2.0	  17.43590	 -35.22280	  31.23400	 -10.15190	S2	L	s
 3.50	  5300	 0.0	 2.0	  19.80500	 -44.79800	  43.79350	 -15.49590	S2	L	s
 4.00	  5300	 0.0	 2.0	  17.62150	 -41.62860	  42.15560	 -15.33760	S2	L	s
 4.50	  5300	 0.0	 2.0	  14.54710	 -35.54450	  37.01120	 -13.75710	S2	L	s
 5.00	  5300	 0.0	 2.0	  11.87560	 -29.84230	  31.81580	 -12.03720	S2	L	s
 5.50	  5300	 0.0	 2.0	  10.94970	 -27.65040	  29.62750	 -11.25140	S2	L	s
 3.00	  5400	 0.0	 2.0	  17.31610	 -34.71150	  30.54290	  -9.85360	S2	L	s
 3.50	  5400	 0.0	 2.0	  19.91520	 -44.93040	  43.81730	 -15.47370	S2	L	s
 4.00	  5400	 0.0	 2.0	  17.79520	 -41.98500	  42.46030	 -15.43230	S2	L	s
 4.50	  5400	 0.0	 2.0	  14.68850	 -35.88050	  37.33760	 -13.87110	S2	L	s
 5.00	  5400	 0.0	 2.0	  11.96490	 -30.07540	  32.05930	 -12.12820	S2	L	s
 5.50	  5400	 0.0	 2.0	  11.02970	 -27.86760	  29.86060	 -11.34020	S2	L	s
 3.00	  5500	 0.0	 2.0	  17.25160	 -34.31500	  29.95110	  -9.58570	S2	L	s
 3.50	  5500	 0.0	 2.0	  20.06290	 -45.15400	  43.93550	 -15.48630	S2	L	s
 4.00	  5500	 0.0	 2.0	  18.00140	 -42.42240	  42.84950	 -15.55840	S2	L	s
 4.50	  5500	 0.0	 2.0	  14.84410	 -36.25520	  37.71020	 -14.00480	S2	L	s
 5.00	  5500	 0.0	 2.0	  12.06230	 -30.32690	  32.32050	 -12.22510	S2	L	s
 5.50	  5500	 0.0	 2.0	  11.11180	 -28.08790	  30.09520	 -11.42890	S2	L	s
 3.00	  5600	 0.0	 2.0	  17.22730	 -34.00960	  29.45040	  -9.35130	S2	L	s
 3.50	  5600	 0.0	 2.0	  20.25480	 -45.49130	  44.17490	 -15.54470	S2	L	s
 4.00	  5600	 0.0	 2.0	  18.22710	 -42.91080	  43.29410	 -15.70580	S2	L	s
 4.50	  5600	 0.0	 2.0	  15.01100	 -36.64990	  38.09840	 -14.14280	S2	L	s
 5.00	  5600	 0.0	 2.0	  12.16570	 -30.58920	  32.58980	 -12.32420	S2	L	s
 5.50	  5600	 0.0	 2.0	  11.19310	 -28.31040	  30.33190	 -11.51660	S2	L	s
 3.00	  5700	 0.0	 2.0	  17.22220	 -33.75080	  28.99870	  -9.13530	S2	L	s
 3.50	  5700	 0.0	 2.0	  20.47980	 -45.91490	  44.50800	 -15.63910	S2	L	s
 4.00	  5700	 0.0	 2.0	  18.50420	 -43.52450	  43.86210	 -15.89610	S2	L	s
 4.50	  5700	 0.0	 2.0	  15.18590	 -37.06150	  38.50130	 -14.28530	S2	L	s
 5.00	  5700	 0.0	 2.0	  12.27490	 -30.86440	  32.87140	 -12.42750	S2	L	s
 5.50	  5700	 0.0	 2.0	  11.27370	 -28.52110	  30.55130	 -11.59800	S2	L	s
 3.00	  5800	 0.0	 2.0	  17.24810	 -33.56520	  28.61790	  -8.94400	S2	L	s
 3.50	  5800	 0.0	 2.0	  20.75110	 -46.46740	  44.98310	 -15.78800	S2	L	s
 4.00	  5800	 0.0	 2.0	  18.76470	 -44.12100	  44.43710	 -16.09720	S2	L	s
 4.50	  5800	 0.0	 2.0	  15.37180	 -37.50310	  38.93580	 -14.43930	S2	L	s
 5.00	  5800	 0.0	 2.0	  12.39000	 -31.15790	  33.17300	 -12.53810	S2	L	s
 5.50	  5800	 0.0	 2.0	  11.35670	 -28.74280	  30.78480	 -11.68530	S2	L	s
 3.00	  5900	 0.0	 2.0	  17.23240	 -33.28120	  28.13670	  -8.71560	S2	L	s
 3.50	  5900	 0.0	 2.0	  21.06500	 -47.14110	  45.59380	 -15.98940	S2	L	s
 4.00	  5900	 0.0	 2.0	  19.04900	 -44.78710	  45.08800	 -16.32650	S2	L	s
 4.50	  5900	 0.0	 2.0	  15.56910	 -37.97710	  39.40550	 -14.60650	S2	L	s
 5.00	  5900	 0.0	 2.0	  12.51370	 -31.47350	  33.49720	 -12.65680	S2	L	s
 5.50	  5900	 0.0	 2.0	  11.43820	 -28.96450	  31.02150	 -11.77470	S2	L	s
 3.00	  6000	 0.0	 2.0	  17.16030	 -32.84430	  27.48880	  -8.42330	S2	L	s
 3.50	  6000	 0.0	 2.0	  21.44380	 -47.97840	  46.37570	 -16.25490	S2	L	s
 4.00	  6000	 0.0	 2.0	  19.35450	 -45.51450	  45.81030	 -16.58450	S2	L	s
 4.50	  6000	 0.0	 2.0	  15.81000	 -38.56410	  39.99070	 -14.81500	S2	L	s
 5.00	  6000	 0.0	 2.0	  12.63990	 -31.80300	  33.83570	 -12.77770	S2	L	s
 5.50	  6000	 0.0	 2.0	  11.51900	 -29.18520	  31.25850	 -11.86450	S2	L	s
 3.00	  6100	 0.0	 2.0	  17.03850	 -32.26110	  26.67570	  -8.06700	S2	L	s
 3.50	  6100	 0.0	 2.0	  21.81570	 -48.80360	  47.15190	 -16.52030	S2	L	s
 4.00	  6100	 0.0	 2.0	  19.70670	 -46.37340	  46.68210	 -16.90140	S2	L	s
 4.50	  6100	 0.0	 2.0	  16.03760	 -39.11280	  40.53800	 -15.01090	S2	L	s
 5.00	  6100	 0.0	 2.0	  12.79280	 -32.18700	  34.22720	 -12.92050	S2	L	s
 5.50	  6100	 0.0	 2.0	  11.61650	 -29.45180	  31.54600	 -11.97390	S2	L	s
 3.00	  6200	 0.0	 2.0	  16.78080	 -31.26200	  25.37710	  -7.51700	S2	L	s
 3.50	  6200	 0.0	 2.0	  22.22620	 -49.71290	  48.00820	 -16.81370	S2	L	s
 4.00	  6200	 0.0	 2.0	  20.07200	 -47.24720	  47.55710	 -17.21690	S2	L	s
 4.50	  6200	 0.0	 2.0	  16.28740	 -39.71580	  41.14400	 -15.23040	S2	L	s
 5.00	  6200	 0.0	 2.0	  12.94500	 -32.56760	  34.61610	 -13.06260	S2	L	s
 5.50	  6200	 0.0	 2.0	  11.72190	 -29.73790	  31.85410	 -12.09100	S2	L	s
 3.00	  6300	 0.0	 2.0	  16.19920	 -29.36130	  23.07610	  -6.57900	S2	L	s
 3.50	  6300	 0.0	 2.0	  22.67380	 -50.69340	  48.92450	 -17.12580	S2	L	s
 4.00	  6300	 0.0	 2.0	  20.49330	 -48.26900	  48.59230	 -17.59330	S2	L	s
 4.50	  6300	 0.0	 2.0	  16.53970	 -40.32170	  41.74850	 -15.44710	S2	L	s
 5.00	  6300	 0.0	 2.0	  13.10210	 -32.95810	  35.01390	 -13.20770	S2	L	s
 5.50	  6300	 0.0	 2.0	  11.84530	 -30.07980	  32.22550	 -12.23230	S2	L	s
 3.00	  6400	 0.0	 2.0	  15.02210	 -25.79370	  18.91670	  -4.92040	S2	L	s
 3.50	  6400	 0.0	 2.0	  23.12890	 -51.64580	  49.77640	 -17.40450	S2	L	s
 4.00	  6400	 0.0	 2.0	  20.99070	 -49.47630	  49.81780	 -18.03960	S2	L	s
 4.50	  6400	 0.0	 2.0	  16.83210	 -41.01990	  42.44380	 -15.69610	S2	L	s
 5.00	  6400	 0.0	 2.0	  13.29040	 -33.42880	  35.49560	 -13.38400	S2	L	s
 5.50	  6400	 0.0	 2.0	  11.97960	 -30.43970	  32.61490	 -12.38310	S2	L	s
 3.00	  6500	 0.0	 2.0	  13.75760	 -22.05410	  14.61320	  -3.21780	S2	L	s
 3.50	  6500	 0.0	 2.0	  23.48770	 -52.25340	  50.19360	 -17.50160	S2	L	s
 4.00	  6500	 0.0	 2.0	  21.59330	 -50.93860	  51.30350	 -18.58110	S2	L	s
 4.50	  6500	 0.0	 2.0	  17.17810	 -41.84210	  43.26060	 -15.98820	S2	L	s
 5.00	  6500	 0.0	 2.0	  13.46070	 -33.83840	  35.90480	 -13.53120	S2	L	s
 5.50	  6500	 0.0	 2.0	  12.10780	 -30.78140	  32.97920	 -12.52050	S2	L	s
 3.00	  6600	 0.0	 2.0	  12.39480	 -18.07220	  10.06190	  -1.42490	S2	L	s
 3.50	  6600	 0.0	 2.0	  23.60120	 -52.13630	  49.77480	 -17.26660	S2	L	s
